% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=1006688, Wed Oct  8 16:54:57 2025, <python>{}</python>
1 10 20.885467539489568 0 0 21.489086086185576 20.15018274019552 20.70636984861393 20.753813042082125 22.489075765594293 20.595772009355578 20.824713217372697 20.617696814101347
2 20 21.306403175815163 0 0 22.811762592337914 19.091657344906693 20.586252138711238 20.40352380795105 23.671464300112138 21.39644906483176 21.258975895026566 20.885209825034877
3 30 21.747197535746444 0 0 23.298578527098275 20.3948327938502 20.55142133940457 20.31983563855184 24.28795838101559 21.264496623689706 21.728510508280106 20.46177049021638
4 40 23.690660737326166 0 0 26.548804617190026 22.127540543532046 22.135344986257056 22.13153783352148 27.550133315365624 23.412805960641723 23.496524169195993 22.883431290107417
5 50 26.464651049856503 0 0 31.564127962775054 24.83079677710775 24.47806558354712 23.729888518794677 32.42132875366685 26.29576840042188 26.481305135792383 24.515983769832154
6 60 28.04043698062072 0 0 34.486685437217304 27.83757221663649 25.711722930044488 24.252865688285876 34.846460615756826 28.075173843739474 27.418329467762046 26.091069225156257
7 70 30.402554973004 0 0 38.76064601376347 29.503989342007817 27.55605685008588 28.095928229166645 40.47106263518893 31.122655585661928 29.33669855000609 28.205353932390285
8 80 31.210245246599847 0 0 39.566676077835105 30.073881741054052 28.095039897358824 28.363673228302964 41.54884685194219 32.120875374692574 29.19018773980725 30.027944127171295
9 90 31.050472879285994 0 0 39.88545380794136 30.19664925341091 28.5213298130522 26.75128387665935 41.794922090849106 31.94189896578853 29.435848232255513 29.93724656800392
10 100 28.82950297463565 0 0 37.2560462196825 27.53580865859372 25.33842142823667 24.865478055565095 38.28489171828557 29.806166786718503 26.233102069545694 27.92861204005179
11 110 28.710196765697383 0 0 37.099101756199794 26.676553840268173 24.150489592689137 24.607981668475812 37.71505135217087 29.434843320598418 26.982130439868744 27.164512247653505
12 120 29.271873624730194 0 0 37.70330599598797 27.12471710895179 24.299008612536497 24.318502146695057 38.17297340742067 29.57495871851582 27.57051336175367 27.68164458173978
13 130 27.62587729847868 0 0 36.57499840529776 24.19491187376797 22.432188622550846 22.434059578633306 36.020628556021094 27.66269079608761 25.564597182239527 25.818293849518145
14 140 26.276838838254566 0 0 35.652003614522 22.860529395719514 20.15129327138634 21.60303310046548 33.82468748741752 26.182626153250325 24.243114205445796 24.657034112114513
15 150 25.18159673123612 0 0 34.176134103939994 21.99367001902787 19.855718041411745 19.97825681851301 31.379968750163876 22.741753084218352 23.166390024198822 24.022625166157
16 160 25.437117499839754 0 0 33.34531018385126 22.885982986507493 19.840815112941346 19.76366281954502 31.415056979949387 23.485877756752764 23.237224594461175 23.628903399059
